time,ElementInt_c,W,grain_tracker,num_precipitates,precipitate_area,strain_e11_aux,strain_e12_aux,strain_e22_aux,stress_s11_aux,stress_s12_aux,stress_s22_aux
7178.1212281434,4661637914.3792,186462895135.17,0,1,65536,31658.575779296,-1323.9880433772,1671.6959614677,-101095592.45716,-2647.9760867544,-101155566.21679
7244.005805829,4703683546.3029,188144720412.12,0,1,65536,40520.365892991,-1645.232857191,1701.3291281951,-102902615.90463,-3290.465714382,-102980253.97816
7342.8326723575,4767813697.3239,190709926452.96,0,1,65536,24763.970396457,-1039.933155323,1742.3049117788,-105778310.5821,-2079.8663106461,-105824353.91307
7491.0729721502,4864606130.8523,194581623794.09,0,1,65536,43188.898481078,-1788.8618668128,1820.6810330976,-110064528.80833,-3577.7237336256,-110147265.24323
7546.6630845725,4904028837.1249,196158532045,0,1,65536,44057.935616496,-1824.1684517645,1850.6782252741,-111855181.38269,-3648.336903529,-111939595.89747
7602.2531969947,4941457429.9143,197655675756.57,0,1,65536,35591.869665548,-1484.2421179907,1865.606791396,-113596539.05134,-2968.4842359815,-113663991.57709
7685.6383656281,4996665578.0202,199864001680.81,0,1,65536,45677.569801591,-1827.3837627261,1869.9886273734,-116121199.77969,-3654.7675254523,-116208814.94204
7810.7161185782,5078952008.6408,203155458905.63,0,1,65536,47197.630404672,-1963.4179209203,1972.4086706157,-119977272.54724,-3926.8358418406,-120067722.99071
7998.3327480033,5202085895.774,208080814390.96,0,1,65536,46151.82178763,-1624.7415969894,2057.2689077985,-125875336.98926,-3249.4831939787,-125963526.09502
8139.0452200722,5286640625.9073,211463003596.29,0,1,65536,37269.597994141,-1257.521765079,2148.5434978588,-130031709.35257,-2515.0435301581,-130101951.46156
8279.757692141,5376303749.6228,215049528544.91,0,1,65536,48365.620008576,-1327.254658976,2229.4697951874,-134450401.7373,-2654.509317952,-134542674.03772
