time,ElementInt_c,_dt,grain_tracker,num_precipitates,precipitate_area,strain_e11_aux,strain_e12_aux,strain_e22_aux,stress_s11_aux,stress_s12_aux,stress_s22_aux
21.351339483261,349820346.13368,0.22806973457336,36,1,16384,709.79508698368,-30.101139609154,150.06270125269,-9115314.5087085,-60.202279218307,-9116433.97348
21.579409217834,353557040.66442,0.22806973457336,36,1,16384,725.03063552509,-30.754075597961,153.27166433505,-9311089.682321,-61.508151195922,-9312233.2002634
21.807478952408,357293735.19548,0.22806973457336,36,1,16384,740.42905478093,-31.412918734261,156.51632249741,-9508944.9637959,-62.825837468522,-9510112.7892604
22.035548686981,361030429.72696,0.22806973457336,36,1,16384,755.99015994573,-32.077875031742,159.7963999675,-9708880.3539692,-64.155750063484,-9710072.7414892
22.263618421555,364767124.25815,0.22806973457336,36,1,16384,771.71381507183,-32.749096627221,163.11167118821,-9910895.8534366,-65.498193254442,-9912113.0577244
22.491688156128,368503818.78954,0.22806973457336,36,1,16384,787.59988255132,-33.42670452251,166.4619651517,-10114991.462808,-66.85340904502,-10116233.738643
22.719757890701,372240513.32091,0.22806973457336,36,1,16384,803.6482795749,-34.11078296296,169.84714163799,-10321167.182461,-68.22156592592,-10322434.784737
22.947827625275,375977207.85208,0.22806973457336,36,1,16384,819.85891764734,-34.801402275882,173.2670887789,-10529423.012762,-69.602804551763,-10530716.19642
23.175897359848,379713902.38356,0.22806973457336,36,1,16384,836.23175247108,-35.498606466226,176.72171445225,-10739758.953965,-70.997212932451,-10741077.974041
23.403967094421,383450596.91474,0.22806973457336,36,1,16384,852.76669891402,-36.202457206002,180.21093589053,-10952175.006373,-72.404914412004,-10953520.117899
23.632036828995,387187291.4461,0.22806973457336,36,1,16384,869.46370902913,-36.912970318189,183.73469392116,-11166671.170217,-73.825940636378,-11168042.628247
23.860106563568,390923985.97732,0.22806973457336,36,1,16384,886.32276004601,-37.630186506853,187.29293332016,-11383247.445603,-75.260373013706,-11384645.505256
24.088176298141,394660680.50844,0.22806973457336,36,1,16384,903.34378668508,-38.354124489208,190.88560610511,-11601903.832775,-76.708248978415,-11603328.749136
24.316246032715,398397375.03925,0.22806973457336,36,1,16384,920.52677041474,-39.084802805772,194.51267162547,-11822640.331818,-78.169605611544,-11824092.360015
24.544315767288,402134069.57011,0.22806973457336,36,1,16384,937.87165976372,-39.822236802786,198.17409083141,-12045456.942945,-79.644473605572,-12046936.338083
24.772385501862,405870764.10103,0.22806973457336,36,1,16384,955.37843539542,-40.566434343106,201.86983344438,-12270353.666248,-81.132868686212,-12271860.683451
25.000455236435,409607458.63214,0.22806973457336,36,1,16384,973.0470640459,-41.31741461847,205.59986472978,-12497330.501866,-82.63482923694,-12498865.396265
25.228524971008,413344153.16338,0.22806973457336,36,1,16384,990.8775102147,-42.075186301872,209.36415433775,-12726387.449935,-84.150372603744,-12727950.476646
25.456594705582,417080847.69478,0.22806973457336,36,1,16384,1008.8697016961,-42.839747587155,213.1626700503,-12957524.510704,-85.679495174309,-12959115.924768
25.684664440155,420817542.22585,0.22806973457336,36,1,16384,1027.0236272838,-43.611114492094,216.99538371805,-13190741.684207,-87.222228984188,-13192361.740694
25.912734174728,424554236.75706,0.22806973457336,36,1,16384,1045.3392168309,-44.389283917842,220.86225848264,-13426038.970717,-88.778567835684,-13427687.924634
26.140803909302,428290931.28864,0.22806973457336,36,1,16384,1063.8164396082,-45.174260940023,224.76325315096,-13663416.370385,-90.348521880046,-13665094.476758
26.368873643875,432027625.82005,0.22806973457336,36,1,16384,1082.4552311897,-45.966063293866,228.69832646003,-13902873.883411,-91.932126587733,-13904581.39722
26.596943378448,435764320.35088,0.22806973457336,36,1,16384,1101.2554763307,-46.764675187336,232.66743244113,-14144411.510159,-93.529350374673,-14146148.686247
26.825013113022,439501014.88232,0.22806973457336,36,1,16384,1120.2171253197,-47.5701102632,236.67051095519,-14388029.250915,-95.140220526401,-14389796.344144
27.053082847595,443237709.41299,0.22806973457336,36,1,16384,1139.3400588582,-48.382358771559,240.70749711637,-14633727.106013,-96.764717543118,-14635524.371136
27.281152582169,446974403.94396,0.22806973457336,36,1,16384,1158.6241445344,-49.201422305377,244.77830434998,-14881505.076005,-98.402844610754,-14883332.767685
27.509222316742,450711098.47538,0.22806973457336,36,1,16384,1178.0692101966,-50.027295452163,248.88282836142,-15131363.161524,-100.05459090433,-15133221.534288
27.737292051315,454447793.00678,0.22806973457336,36,1,16384,1197.675056788,-50.859973023651,253.02094038954,-15383301.363263,-101.7199460473,-15385190.671496
27.965361785889,458184487.53807,0.22806973457336,36,1,16384,1217.4414027406,-51.699431704699,257.19247390434,-15637319.68223,-103.3988634094,-15639240.180088
28.193431520462,461921182.06965,0.22806973457336,36,1,16384,1237.3679163569,-52.545658843035,261.39721598616,-15893418.119658,-105.09131768607,-15895370.061059
